TITLE|BLUETOOTH_VERSION|WIFI|EXTERNAL_MEMORY|ROM|RAM|PRICE|NETWORK_2G|NETWORK_3G|NETWORK_4G|WIRELESS_CONNECTIVITY|BATTERY_CAPACITY|CAMERA_BACK|CAMERA_FRONT|SIM_CARD_TYPE|PRODUCT_SIZE|WEIGHT|SCREEN_TYPE|SCREEN_SIZE|SCREEN_RESOLUTION|GPU|CPU|OS|CPU_CORES
huawei p10 plus lte 128gb vky-l09 black|4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, dlna, wifi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|128 gb| 6 gb ram|630 €|gsm 850 / 900 / 1800 / 1900|hsdpa 800 / 850 / 900 / 1700(aws) / 1800 / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 3750 mah battery|dual 20 mp + 12 mp, f/1.8, ois, leica optics, phase detection and laser autofocus, dual-led (dual tone) flash|8 mp, f/1.9|nano-sim|153.5 x 74.2 x 7 mm (6.04 x 2.92 x 0.28 in)|165 g (5.82 oz)|ips-neo lcd capacitive touchscreen, 16m colors|5.5 inches (~71.6% screen-to-body ratio)|1440 x 2560 pixels (~540 ppi pixel density)|mali-g71 mp8|hisilicon kirin 960|android 7.0 (nougat)|octa-core (4x2.4 ghz cortex-a73 & 4x1.8 ghz cortex-a53)
huawei honor 8 dual sim 64gb frd-al10 blue|v4.2, a2dp, edr, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot|microsd, up to 256 gb (uses sim 2 slot)|64 gb| 4 gb ram|422 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 1700(aws) / 1900 / 2100|lte band 2(1900), 4(1700/2100), 5(850), 12(700), 17(700)|gsm / hspa / lte|non-removable li-po 3000 mah battery|dual 12 mp, f/2.2, laser autofocus, dual-led (dual tone) flash|8 mp, f/2.4, 1.4 pixel size|dual sim (nano-sim/ micro-sim, dual stand-by)|145.5 x 71 x 7.5 mm (5.73 x 2.80 x 0.30 in)|153 g (5.40 oz)|ltps capacitive touchscreen, 16m colors|5.2 inches (~72.5% screen-to-body ratio)|1080 x 1920 pixels (~423 ppi pixel density)|mali-t880 mp4|hisilicon kirin 950|android os, v6.0 (marshmallow)|octa-core (4x2.3 ghz cortex-a72 & 4x1.8 ghz cortex a53)
oneplus 3t dual sim 64gb a3003 gold|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, wi-fi direct, dlna, hotspot|no|64 gb| 6 gb ram|474 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300)|gsm / hspa / evdo / lte|non-removable li-ion 3400 mah battery|16 mp, f/2.0, phase detection autofocus, ois, led flash|16 mp, f/2.0, 1.0|dual sim (nano-sim, dual stand-by)|152.7 x 74.7 x 7.4 mm (6.01 x 2.94 x 0.29 in)|158 g (5.57 oz)|optic amoled capacitive touchscreen, 16m colors|5.5 inches (~73.1% screen-to-body ratio)|1080 x 1920 pixels (~401 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v6.0.1 (marshmallow), upgradable to v7.0 (nougat)|quad-core (2x2.35 ghz kryo & 2x1.6 ghz kryo)
oneplus 5 dual sim 128gb a5000 black|5.0, a2dp, le, aptx hd|wi-fi 802.11 a/b/g/n/ac, wi-fi direct, dlna, hotspot|no|128 gb| 8 gb ram|669 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 38(2600), 39(1900), 40(2300), 41(2500), 66(1700/2100)|gsm / cdma / hspa / lte|non-removable li-po 3300 mah battery|dual 16 mp, f/1.7, 24mm, eis (gyro) + 20 mp, f/2.6, 36mm, phase detection autofocus, 1.6x optical zoom, dual-led flash|16 mp, f/2.0, 20mm, eis (gyro), 1.0|dual sim (nano-sim, dual stand-by)|154.2 x 74.1 x 7.3 mm (6.07 x 2.92 x 0.29 in)|153 g (5.40 oz)|optic amoled capacitive touchscreen, 16m colors|5.5 inches (~73.0% screen-to-body ratio)|1080 x 1920 pixels (~401 ppi pixel density)|adreno 540|qualcomm msm8998 snapdragon 835|android 7.1.1 (nougat)|octa-core (4x2.45 ghz kryo & 4x1.9 ghz kryo)
htc 10 lte 32gb gold|v4.2, a2dp, apt-x|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 200 gb (dedicated slot)|32 gb| 4 gb ram|416 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300), 41(2500)|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/1.8, 26mm, ois, laser autofocus, dual-led (dual tone) flash|5 mp, f/1.8, 23mm, ois, autofocus, 1.34|nano-sim|145.9 x 71.9 x 9 mm (5.74 x 2.83 x 0.35 in)|161 g (5.68 oz)|super lcd5 capacitive touchscreen, 16m colors|5.2 inches (~71.1% screen-to-body ratio)|1440 x 2560 pixels (~565 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 820|android os, v6.0.1 (marshmallow)|dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo
htc google pixel xl 32gb blue|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|32 gb| 4 gb ram|862 €|gsm 850 / 900 / 1800 / 1900|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-ion 3450 mah battery|12.3 mp, f/2.0, eis (gyro), phase detection & laser autofocus, dual-led (dual tone) flash|8 mp, f/2.4, 1/3.2|nano-sim|154.7 x 75.7 x 8.5 mm (6.09 x 2.98 x 0.33 in)|168 g (5.93 oz)|amoled capacitive touchscreen, 16m colors|5.5 inches (~71.2% screen-to-body ratio)|1440 x 2560 pixels (~534 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v7.1 (nougat)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
htc google pixel xl 32gb silver|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|32 gb| 4 gb ram|862 €|gsm 850 / 900 / 1800 / 1900|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-ion 3450 mah battery|12.3 mp, f/2.0, eis (gyro), phase detection & laser autofocus, dual-led (dual tone) flash|8 mp, f/2.4, 1/3.2|nano-sim|154.7 x 75.7 x 8.5 mm (6.09 x 2.98 x 0.33 in)|168 g (5.93 oz)|amoled capacitive touchscreen, 16m colors|5.5 inches (~71.2% screen-to-body ratio)|1440 x 2560 pixels (~534 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v7.1 (nougat)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
htc 10 lte 32gb m10h silver|v4.2, a2dp, apt-x|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 200 gb (dedicated slot)|32 gb| 4 gb ram|411 €|gsm 850 / 900 / 1800 / 1900|hsdpa 850 / 900 / 1900 / 2100|lte band 2100 (b1), 850 (b5), 1800 (b3), 2600 (b7), 900 (b8), 800 (b20), 700 (b12), td-lte2600 (b38), td-lte2500 (b41), td-lte2300 (b40), 700 (b28), 1500 (b32)|gsm / hspa / lte|non-removable li-ion 3000 mah battery|12 mp, f/1.8, 26mm, ois, laser autofocus, dual-led (dual tone) flash|5 mp, f/1.8, 23mm, ois, autofocus, 1.34|nano-sim|145.9 x 71.9 x 9 mm (5.74 x 2.83 x 0.35 in)|161 g (5.68 oz)|super lcd5 capacitive touchscreen, 16m colors|5.2 inches (~71.1% screen-to-body ratio)|1440 x 2560 pixels (~565 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 820|android os, v6.0.1 (marshmallow)|dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo
htc u play dual sim 32gb white|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|microsd, up to 256 gb (uses sim 2 slot)|32 gb| 3 ram|405 €|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2|hsdpa 850 / 900 / 1900 / 2100|lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 28(700), 38(2600), 40(2300)|gsm / hspa / lte|non-removable li-ion 2500 mah battery|16 mp, f/2.0, 28mm, ois, phase detection autofocus, dual-led (dual tone) flash|16 mp, f/2.0, 27mm, 1|dual sim (nano-sim, dual stand-by)|146 x 72.9 x 8 mm (5.75 x 2.87 x 0.31 in)|145 g (5.11 oz)|super lcd capacitive touchscreen, 16m colors|5.2 inches (~68.7% screen-to-body ratio)|1080 x 1920 pixels (~428 ppi pixel density)|mali-t860mp2|mediatek mt6755 helio p10|android os, v6.0 (marshmallow)|octa-core (4x2.0 ghz cortex-a53 & 4x1.1 ghz cortex-a53)
htc google pixel xl 32gb black|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|32 gb| 4 gb ram|815 €|gsm 850 / 900 / 1800 / 1900|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-ion 3450 mah battery|12.3 mp, f/2.0, eis (gyro), phase detection & laser autofocus, dual-led (dual tone) flash|8 mp, f/2.4, 1/3.2|nano-sim|154.7 x 75.7 x 8.5 mm (6.09 x 2.98 x 0.33 in)|168 g (5.93 oz)|amoled capacitive touchscreen, 16m colors|5.5 inches (~71.2% screen-to-body ratio)|1440 x 2560 pixels (~534 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v7.1 (nougat)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
htc google pixel xl 128gb black|v4.2, a2dp, le|wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|no|128 gb| 4 gb ram|941 €|gsm 850 / 900 / 1800 / 1900|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 20(800), 25(1900), 26(850), 28(700), 29(700), 30(2300), 41(2500)|gsm / cdma / hspa / evdo / lte|non-removable li-ion 3450 mah battery|12.3 mp, f/2.0, eis (gyro), phase detection & laser autofocus, dual-led (dual tone) flash|8 mp, f/2.4, 1/3.2|nano-sim|154.7 x 75.7 x 8.5 mm (6.09 x 2.98 x 0.33 in)|168 g (5.93 oz)|amoled capacitive touchscreen, 16m colors|5.5 inches (~71.2% screen-to-body ratio)|1440 x 2560 pixels (~534 ppi pixel density)|adreno 530|qualcomm msm8996 snapdragon 821|android os, v7.1 (nougat)|quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)
