CONF	PREC	REC	FM	TIME
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	23.13%	27.18%	23.60%	25.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	22.46%	23.89%	21.48%	23.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	37.02%	26.52%	27.85%	10.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	37.40%	26.68%	28.08%	10.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	37.66%	27.01%	26.53%	20.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	40.28%	28.24%	28.44%	13.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	38.68%	25.86%	28.32%	12.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=1, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	28.91%	28.41%	27.52%	25.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	31.39%	23.97%	23.73%	24.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	38.68%	25.86%	28.32%	12.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	36.73%	24.96%	25.08%	15.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	31.39%	23.97%	23.73%	24.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	22.46%	23.89%	21.48%	23.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=3, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	36.73%	24.96%	25.08%	19.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	40.28%	28.24%	28.44%	13.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	23.24%	27.67%	23.89%	24.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.63%	20.69%	20.72%	22.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=2, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	31.39%	23.97%	23.73%	27.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	35.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	40.92%	38.75%	37.72%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	30.04%	25.86%	26.48%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.56%	40.80%	38.55%	14.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	38.08%	24.71%	26.54%	12.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	49.36%	39.41%	38.40%	15.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.94%	24.47%	24.50%	11.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	19.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	14.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	15.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	23.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	29.58%	20.44%	20.65%	42.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	15.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	41.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	18.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	47.54%	37.52%	39.24%	12.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	30.04%	25.86%	26.48%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	40.25%	38.67%	37.56%	17.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	45.06%	37.52%	39.21%	40.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	41.33%	39.00%	37.99%	7.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	40.28%	28.24%	28.44%	14.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	17.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	17.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	30.32%	25.94%	26.64%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	29.19%	28.65%	26.44%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	40.25%	38.67%	37.56%	16.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	18.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	42.86%	37.60%	38.29%	9.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	35.15%	28.16%	27.74%	9.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	17.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	37.66%	27.01%	26.53%	21.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.58%	20.44%	20.65%	20.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	47.54%	37.52%	39.24%	11.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	24.69%	21.76%	21.86%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	18.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	38.11%	33.00%	34.58%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	30.30%	27.50%	26.76%	9.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	49.36%	39.41%	38.40%	17.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	41.33%	39.00%	37.99%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.23%	37.85%	38.56%	9.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	18.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.59%	37.60%	38.18%	9.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	17.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	18.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	29.63%	20.69%	20.72%	23.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	40.25%	38.67%	37.56%	17.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	38.08%	24.71%	26.54%	13.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	29.58%	20.44%	20.65%	21.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	18.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	29.19%	28.65%	26.44%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	39.89%	38.51%	37.35%	16.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	35.50%	28.24%	27.91%	10.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.20%	23.97%	23.16%	20.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	16.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.09%	34.56%	34.02%	11.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	30.32%	25.94%	26.64%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	42.67%	36.04%	36.79%	11.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	32.35%	23.73%	23.92%	14.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	39.89%	38.51%	37.35%	16.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	40.28%	28.24%	28.44%	54.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	50.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	14.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	17.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	21.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	45.06%	37.52%	39.21%	14.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	38.11%	33.00%	34.58%	14.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	16.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	42.67%	36.04%	36.79%	18.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.94%	24.47%	24.50%	12.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.20%	23.97%	23.16%	11.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.60%	23.73%	23.03%	18.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	38.08%	24.71%	26.54%	14.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	18.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	38.50%	33.09%	34.82%	9.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.56%	40.80%	38.55%	13.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	47.54%	37.52%	39.24%	13.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	20.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=false}	35.14%	22.58%	23.67%	16.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=false}	43.20%	37.36%	37.94%	9.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	31.94%	24.47%	24.50%	33.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	15.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	24.69%	21.76%	21.86%	8.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=6, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	32.36%	22.99%	23.66%	15.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.41%	37.44%	35.31%	12.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	41.56%	40.80%	38.55%	13.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	17.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=true, MDLCorrection=true}	35.78%	23.97%	24.52%	19.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=4, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=true}	29.63%	20.69%	20.72%	22.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=false}	42.67%	36.04%	36.79%	13.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=5, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=false, MDLCorrection=true}	35.50%	28.24%	27.91%	9.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=true, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	36.06%	23.97%	23.31%	12.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=7, BinarySplits=true, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=true, Unpruned=true, MDLCorrection=false}	25.79%	21.84%	22.15%	17.00ms
{ConfidenceFactor=0.2, MinNumObjPerLeaf=8, BinarySplits=false, DoNotMakeSplitPointActualValue=false, ReducedErrorPruning=false, Unpruned=false, MDLCorrection=true}	36.06%	23.97%	23.31%	12.00ms
